Rating,Entity Name,State,County,City,Sector,Entity Type,Region
58,Red Lion Area School District,PA,York County,Red Lion,Government Facilities,Local Tribal Territory,Region 3
31,"Red Lake County Auditor, Red Lake, MN",MN,Red Lake County,Red Lake Falls,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
72,Red Cliff Band of Lake Superior Chippewa Indians,WI,Bayfield County,Bayfield,Government Facilities,Local Tribal Territory,Region 5
47,"Red Cedar Town Clerk, Dunn, WI",WI,Dunn County,Menomonie,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
60,Recordsone,FL,Collier County,Naples,Information Technology,Private CI Entity,Region 4
63,Recidiviz Inc.,CA,San Francisco County,SF,Information Technology,Private CI Entity,Region 9
89,Reason and Republic,SC,Anderson County,Anderson,Information Technology,Private CI Entity,Region 4
89,"Real County Tax Assessor-Collector, Real, TX",TX,Real County,Leakey,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
89,"Real County County Clerk, Real, TX",TX,Real County,Leakey,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
86,"Reagan County, Texas",TX,Reagan County,Big Lake,"Emergency Services, Government Facilities",Local Tribal Territory,Region 6
96,"Reagan County Tax Assessor-Collector, Reagan, TX",TX,Reagan County,Big Lake,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
96,"Reagan County County Clerk, Reagan, TX",TX,Reagan County,Big Lake,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
80,"Readstown Village Clerk, Vernon, WI",WI,Vernon County,Readstown,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
73,"Readsboro Town Treasurer, Bennington, VT",VT,Bennington County,Readsboro,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
73,"Readsboro Town Clerk, Bennington, VT",VT,Bennington County,Readsboro,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
73,"Readmond Township Election Commission, Emmet, MI",MI,Emmet County,Harbor Springs,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
73,"Readmond Township Clerk, Emmet, MI",MI,Emmet County,Harbor Springs,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Reading Township Election Commission, Hillsdale, MI",MI,Hillsdale County,Reading,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Reading Township Clerk, Hillsdale, MI",MI,Hillsdale County,Reading,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
54,"Reading Town Clerk, Middlesex, MA",MA,Middlesex County,Reading,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
61,Reading School District,PA,Berks County,Reading,Government Facilities,Local Tribal Territory,Region 3
52,Reading Municipal Light Department,MA,Middlesex County,Reading,Energy,Local Tribal Territory,Region 1
58,"Reading City Election Commission, Hillsdale, MI",MI,Hillsdale County,Reading,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Reading City Clerk, Hillsdale, MI",MI,Hillsdale County,Reading,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
26,"Readfield Municipal Registrar, Kennebec, ME",ME,Kennebec County,Readfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
26,"Readfield Municipal Clerk, Kennebec, ME",ME,Kennebec County,Readfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
65,Raytown Quality Schools,MO,Jackson County,Raytown,Government Facilities,Local Tribal Territory,Region 7
52,"Raynham Town Clerk, Bristol, MA",MA,Bristol County,Raynham,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
99,Raymore Peculiar School District,MO,Cass County,Peculiar,Government Facilities,Local Tribal Territory,Region 7
84,"Raymond Town Clerk, Rockingham, NH",NH,Rockingham County,Raymond,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
50,Raymond School District,NH,Rockingham County,Raymond,Government Facilities,Local Tribal Territory,Region 1
37,"Raymond Municipal Registrar, Cumberland, ME",ME,Cumberland County,Raymond,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
37,"Raymond Municipal Clerk, Cumberland, ME",ME,Cumberland County,Raymond,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
65,"Ray Township Election Commission, Macomb, MI",MI,Macomb County,Ray,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
65,"Ray Township Clerk, Macomb, MI",MI,Macomb County,Ray,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
29,"Ray County Clerk, Ray, MO",MO,Ray County,Richmond,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
70,Rawlins County Health Center,KS,Rawlins County,Atwood,Healthcare and Public Health,Private CI Entity,Region 7
66,Rawhide Chemoil Inc,NE,Dodge County,Fremont,Chemical,Private CI Entity,Region 7
58,"Ravenna Township Election Commission, Muskegon, MI",MI,Muskegon County,Ravenna,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Ravenna Township Clerk, Muskegon, MI",MI,Muskegon County,Ravenna,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
65,Ravenna Public Schools,NE,Buffalo County,Ravenna,Government Facilities,Local Tribal Territory,Region 7
39,Ravalli Electric Co-op,MT,Ravalli County,Victor,Energy,Private CI Entity,Region 8
57,"Rappahannock County Registrar, Rappahannock, VA",VA,Rappahannock County,Washington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
57,"Rappahannock County Electoral Board, Rappahannock, VA",VA,Rappahannock County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
63,"Rapides Parish Registrar of Voters, Rapides, LA",LA,Rapides Parish,Alexandria,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
59,"RapidSOS, Inc",NY,New York County,New York,Information Technology,Private CI Entity,Region 2
93,"Rapid River Township Election Commission, Kalkaska, MI",MI,Kalkaska County,Kalkaska,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
50,"Rapid River Township Clerk, Kalkaska, MI",MI,Kalkaska County,Kalkaska,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
44,"Rapid City School District, SD",SD,Pennington County,Rapid City,"Election Infrastructure, Government Facilities",State,Region 8
82,"Rantoul Town Clerk, Calumet, WI",WI,Calumet County,Potter,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Ransom Township Election Commission, Hillsdale, MI",MI,Hillsdale County,Osseo,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Ransom Township Clerk, Hillsdale, MI",MI,Hillsdale County,Osseo,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Ransom County Auditor, Ransom, ND",ND,Ransom County,Lisbon,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
61,"Rankin County Election Commission, Rankin, MS",MS,Rankin County,Brandon,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
61,"Rankin County Circuit Clerk, Rankin, MS",MS,Rankin County,Brandon,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
56,"Rangeley Municipal Registrar, Franklin, ME",ME,Franklin County,Rangeley,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
58,"Rangeley Municipal Clerk, Franklin, ME",ME,Franklin County,Rangeley,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
47,"Random Lake Village Clerk, Sheboygan, WI",WI,Sheboygan County,Random Lake,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
66,Randolph-Brooks Federal Credit Union,TX,Bexar County,Live Oak,Financial Services,Private CI Entity,Region 6
57,"Randolph Village Clerk, Dodge/Columbia, WI",WI,Columbia County,Randolph,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
24,"Randolph Town Treasurer, Orange, VT",VT,Orange County,West Brookfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
24,"Randolph Town Clerk, Orange, VT",VT,Orange County,West Brookfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
52,"Randolph Town Clerk, Norfolk, MA",MA,Norfolk County,Randolph,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
65,"Randolph Town Clerk, Coos, NH",NH,Coos County,Randolph,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
57,"Randolph Town Clerk, Columbia, WI",WI,Columbia County,Friesland,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
47,"Randolph Municipal Registrar, Kennebec, ME",ME,Kennebec County,Randolph,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
47,"Randolph Municipal Clerk, Kennebec, ME",ME,Kennebec County,Randolph,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
89,"Randolph County Judge of Probate, Randolph, AL",AL,Randolph County,Wedowee,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
50,"Randolph County Clerk, Randolph, WV",WV,Randolph County,Elkins,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
54,"Randolph County Clerk, Randolph, MO",MO,Randolph County,Huntsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
61,"Randolph County Clerk, Randolph, IL",IL,Randolph County,Chester,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
40,"Randolph County Circuit Clerk, Randolph, AL",AL,Randolph County,Wedowee,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
89,"Randolph County Board of Registrars, Randolph, AL",AL,Randolph County,Wedowee,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
41,"Randolph County Board of Elections, Randolph, NC",NC,Randolph County,Asheboro,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
84,"Randolph County Board of Elections and Registrar, Randolph, GA",GA,Randolph County,Cuthbert,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
40,"Randolph County Absentee Elections Manager, Randolph, AL",AL,Randolph County,Wedowee,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
66,Randolph Community College,NC,Randolph County,Asheboro,Government Facilities,Local Tribal Territory,Region 4
53,"Randall County Elections Administrator, Randall, TX",TX,Randall County,Canyon,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
68,Rancho California Water District,CA,Riverside County,Temecula,Water and WasteWater Systems,Private CI Entity,Region 9
21,"Ramsey County Auditor, Ramsey, ND",ND,Ramsey County,Devils Lake,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
53,Ramsey County - CISA,MN,Ramsey County,St Paul,"Election Infrastructure, Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 5
57,Ralston Public School District,NE,Douglas County,Omaha,Government Facilities,Local Tribal Territory,Region 7
63,"Ralls County Clerk, Ralls, MO",MO,Ralls County,New London,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
97,"Raleigh County Clerk, Raleigh, WV",WV,Raleigh County,Beckley,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
52,Raiven Inc.,CA,Orange County,Irvine,,Private CI Entity,Region 9
45,"Raisinville Township Election Commission, Monroe, MI",MI,Monroe County,Monroe,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
45,"Raisinville Township Clerk, Monroe, MI",MI,Monroe County,Monroe,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
66,"Raisin Township Election Commission, Lenawee, MI",MI,Lenawee County,Tecumseh,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
66,"Raisin Township Clerk, Lenawee, MI",MI,Lenawee County,Tecumseh,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
96,"Rains County County Clerk, Rains, TX",TX,Rains County,Emory,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
71,Rainbow Municipal Water District,CA,6073,Fallbrook,Water and WasteWater Systems,Local Tribal Territory,Region 9
37,Railroad Retirement Board (RRB) - CISA,IL,Cook County,Chicago,Government Facilities,FCEB,Region 5
72,Rady Children's Hospital San Diego,CA,San Diego County,San Diego,Healthcare and Public Health,Private CI Entity,Region 9
69,Radnor Township School District,PA,Delaware County,Wayne,Government Facilities,Local Tribal Territory,Region 3
70,Radius Recycling,OR,Multnomah County,Portland,,Private CI Entity,Region 10
74,Radius Aerospace,AR,Garland County,Hot Springs,Defense Industrial Base,Private CI Entity,Region 6
95,"Radisson Village Clerk, Sawyer, WI",WI,Sawyer County,Radisson,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
69,"Radisson Town Clerk, Sawyer, WI",WI,Sawyer County,Radisson,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
54,Radiology Associates of Albuquerque,NM,Bernalillo County,Albuquerque,Healthcare and Public Health,Private CI Entity,Region 6
61,Radford University,VA,Radford city,Radford,Government Facilities,State,Region 3
54,"Radford City Registrar, VA",VA,Radford city,Radford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
54,"Radford City Electoral Board, VA",VA,Radford city,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
43,"Rader Solutions, Limited",LA,Lafayette Parish,Lafayette,Information Technology,Private CI Entity,Region 6
47,"RadNet Management, Inc.",CA,Los Angeles County,Los Angeles,Healthcare and Public Health,Private CI Entity,Region 9
52,Racine Unified School District,WI,Racine County,Racine,Government Facilities,Local Tribal Territory,Region 5
81,Racine Public Library,WI,Racine County,Racine,Government Facilities,Local Tribal Territory,Region 5
15,"Rabun County Board of Elections and Registrar, Rabun, GA",GA,Rabun County,Clayton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
66,"Raber Township Election Commission, Chippewa, MI",MI,Chippewa County,Goetzville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
66,"Raber Township Clerk, Chippewa, MI",MI,Chippewa County,Goetzville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
57,RTP Company,MN,Winona County,Winona,Critical Manufacturing,Private CI Entity,Region 5
66,"RPM Innovations, Inc",SD,Pennington County,Rapid City,Critical Manufacturing,Private CI Entity,Region 8
65,RIX Industries - CISA,CA,Solano County,Benicia,Critical Manufacturing,Private CI Entity,Region 9
71,RHM Staffing,IL,DuPage County,Oak Brook,,Private CI Entity,Region 5
33,"RC Industries, Inc.",CA,Orange County,Anaheim,Critical Manufacturing,Private CI Entity,Region 9
74,RAVENSCROFT SCHOOL,NC,Wake County,Raleigh,,Private CI Entity,Region 4
49,RANDYS WORLDWIDE,WA,Snohomish County,Everett,Critical Manufacturing,Private CI Entity,Region 10
65,RAM Inc - CISA,TX,Eastland County,Cisco,Critical Manufacturing,Private CI Entity,Region 6
69,R.J. Roberts and Company,FL,Broward County,Pompano Beach,,Private CI Entity,Region 4
89,R. L. Brink Corp,IL,Adams County,Quincy,Transportation Systems,Private CI Entity,Region 5
66,"R E Pedrotti Company, Inc",KS,Johnson County,Mission,Critical Manufacturing,Private CI Entity,Region 7
68,Quitman School District,MS,Clarke County,Quitman,Government Facilities,Local Tribal Territory,Region 4
51,"Quitman County Election Commission, Quitman, MS",MS,Quitman County,Marks,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
51,"Quitman County Circuit Clerk, Quitman, MS",MS,Quitman County,Marks,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
51,"Quitman County Board of Elections and Registrar, Quitman, GA",GA,Quitman County,Georgetown,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
62,Quintillion,AK,Anchorage Borough,Anchorage,Information Technology,Private CI Entity,Region 10
58,Quinnipiac University,CT,New Haven County,Hamden,Government Facilities,Private CI Entity,Region 1
31,"Quincy Township Election Commission, Houghton, MI",MI,Houghton County,Hancock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
93,"Quincy Township Election Commission, Branch, MI",MI,Branch County,Quincy,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
48,"Quincy Township Clerk, Houghton, MI",MI,Houghton County,Hancock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
93,"Quincy Township Clerk, Branch, MI",MI,Branch County,Quincy,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,"Quincy Town Clerk, Adams, WI",WI,Adams County,Friendship,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
49,"Quincy City Clerk, Norfolk, MA",MA,Norfolk County,Quincy,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
82,Questar III BOCES,NY,Rensselaer County,Castleton-On-Hudson,Government Facilities,Local Tribal Territory,Region 2
58,Quest Diagnostics - CISA,NJ,Hudson County,Secaucus,Healthcare and Public Health,Private CI Entity,Region 2
47,"Queens County Board of Elections, Queens, NY",NY,Queens County,Forest Hills,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 2
85,"Queen Anne's County Board of Elections, Queen Anne's, MD",MD,Queen Anne,Centreville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
28,"Quay County Clerk, Quay, NM",NM,Quay County,Tucumcari,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
58,Quantum Computer dba Friendly Managed Services,CO,Arapahoe County,Centennial,Information Technology,Private CI Entity,Region 8
52,Quality Vision International,NY,Monroe County,Rochester,Information Technology,Private CI Entity,Region 2
57,"Quality Equipment, LLC",NC,Wake County,Fuquay-Varina,,Private CI Entity,Region 4
61,Quality Carriers,FL,Hillsborough County,Tampa,Transportation Systems,Private CI Entity,Region 4
84,Quality Automation Systems,CA,Orange County,Irvine,Critical Manufacturing,Private CI Entity,Region 9
46,"Quality Aircraft Tooling, Inc.",GA,Cobb County,Marietta,Critical Manufacturing,Private CI Entity,Region 4
47,Quaker Oats Credit Union,IA,Linn County,Cedar Rapids,Financial Services,Private CI Entity,Region 7
65,Qnovo Inc.,CA,Alameda County,Newark,Information Technology,Private CI Entity,Region 9
42,Q Development,PA,Allegheny County,Pittsburgh,Financial Services,Private CI Entity,Region 3
67,Puyallup Tribal Health Authority,WA,Pierce County,Tacoma,Healthcare and Public Health,Local Tribal Territory,Region 10
77,Puyallup School District #3,WA,Pierce County,Puyallup,Government Facilities,Local Tribal Territory,Region 10
47,"Putney Town Treasurer, Windham, VT",VT,Windham County,Putney,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
47,"Putney Town Clerk, Windham, VT",VT,Windham County,Putney,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
74,"Putnam Township Election Commission, Livingston, MI",MI,Livingston County,Pinckney,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
74,"Putnam Township Clerk, Livingston, MI",MI,Livingston County,Pinckney,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
41,"Putnam Town Clerk, Windham, CT",CT,Windham County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
41,"Putnam Registrar of Voters, Windham, CT",CT,Windham County,Putnam,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
57,"Putnam County, Ohio Election Infrastructure",OH,Putnam County,Ottawa,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,"Putnam County, New York",NY,Putnam County,Carmel Hamlet,"Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 2
58,"Putnam County Supervisor of Elections, Putnam, FL",FL,Putnam County,Palatka,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
43,"Putnam County Elections Administrator, Putnam, TN",TN,Putnam County,Cookeville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
50,"Putnam County Clerk, Putnam, WV",WV,Putnam County,Winfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
58,"Putnam County Clerk, Putnam, MO",MO,Putnam County,Unionville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
91,"Putnam County Clerk, Putnam, IN",IN,Putnam County,Greencastle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,"Putnam County Clerk, Putnam, IL",IL,Putnam County,Hennepin,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
80,"Putnam County Board of Elections, Putnam, NY",NY,Putnam County,Carmel Hamlet,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 2
65,"Putnam County Board of Elections and Registrar, Putnam, GA",GA,Putnam County,Eatonton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
44,Putnam City School District,OK,Oklahoma County,Warr Acres,Government Facilities,Local Tribal Territory,Region 6
75,Putnam Bank,CT,Windham County,Putnam,Financial Services,Private CI Entity,Region 1
60,"Pumping Services, Inc.",NJ,Middlesex County,Middlesex,Water and WasteWater Systems,Private CI Entity,Region 2
48,"Pulawski Township Election Commission, Presque Isle, MI",MI,Presque Isle County,Posen,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
48,"Pulawski Township Clerk, Presque Isle, MI",MI,Presque Isle County,Posen,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
79,"Pulaski Village Clerk, Brown/Oconto/Shawano, WI",WI,Brown County,Pulaski,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
59,"Pulaski Township Election Commission, Jackson, MI",MI,Jackson County,Hanover,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
59,"Pulaski Township Clerk, Jackson, MI",MI,Jackson County,Hanover,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
73,"Pulaski Town Clerk, Iowa, WI",WI,Iowa County,Avoca,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
35,"Pulaski County Registrar, Pulaski, VA",VA,Pulaski County,Pulaski,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
35,"Pulaski County Electoral Board, Pulaski, VA",VA,Pulaski County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
58,"Pulaski County Election Commision, Pulaski, AR",AR,Pulaski County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
51,"Pulaski County Clerk, Pulaski, MO",MO,Pulaski County,Waynesville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
55,"Pulaski County Clerk, Pulaski, KY",KY,Pulaski County,Somerset,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
65,"Pulaski County Clerk, Pulaski, IN",IN,Pulaski County,Winamac,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Pulaski County Clerk, Pulaski, IL",IL,Pulaski County,Mound City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
5,"Pulaski County Clerk, Pulaski, AR",AR,Pulaski County,Little Rock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
36,"Pulaski County Board of Elections and Registrar, Pulaski, GA",GA,Pulaski County,Hawkinsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
55,Pulaski Community School District,WI,Brown County,Pulaski,Government Facilities,Local Tribal Territory,Region 5
85,Pulaski Academy & Central School District,NY,Oswego County,Pulaski,Government Facilities,Local Tribal Territory,Region 2
26,Puerto Rico Innovation and Technology Services,PR,72127,San Juan,Information Technology,Local Tribal Territory,Region 2
46,Puerto Rico Department of Health,PR,72127,San Juan,"Government Facilities, Healthcare and Public Health",Local Tribal Territory,Region 2
98,"Pueblo County Clerk and Recorder, Pueblo, CO",CO,Pueblo County,Pueblo,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
59,Public Utility District No. 1 of Okanogan County,WA,Okanogan County,Okanogan,"Energy, Water and WasteWater Systems",Local Tribal Territory,Region 10
88,Public Utility District No. 1 of Lewis County,WA,Lewis County,Chehalis,"Energy, Water and WasteWater Systems",Local Tribal Territory,Region 10
55,Public Utilities No. 1 of Ferry County,WA,Ferry County,Republic,Water and WasteWater Systems,Local Tribal Territory,Region 10
88,Public Parking Authority of Pittsburgh,PA,Allegheny County,Pittsburgh,Transportation Systems,Local Tribal Territory,Region 3
53,"Public Defender 18th Circuit, FL",FL,Seminole County,Sanford,Government Facilities,State,Region 4
76,Public Buildings Reform Board (PBRB) - CISA,DC,District of Columbia,Washington,Government Facilities,Federal (non-FCEB),Region 3
57,Public Broadcasting Service,VA,Arlington County,Arlington,Communications,Private CI Entity,Region 3
70,Psychiatric Medical Care LLC,TN,Davidson County,Nashville,Healthcare and Public Health,Private CI Entity,Region 4
97,Prudent American Technologies Inc,KY,Fayette County,Lexington,Information Technology,Private CI Entity,Region 4
63,Prowers County Hospital District dba Prowers Medical Center,CO,Prowers County,Lamar,Healthcare and Public Health,Local Tribal Territory,Region 8
5,"Prowers County Clerk and Recorder, Prowers, CO",CO,Prowers County,Lamar,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
79,Provo River Water Users Association,UT,Utah County,Pleasant Grove,Water and WasteWater Systems,Private CI Entity,Region 8
30,Provo City School District,UT,Utah County,Provo,Government Facilities,Local Tribal Territory,Region 8
45,"Provincetowntown Clerk, Barnstable, MA",MA,Barnstable County,Provincetown,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
42,Providence Water Supply Board,RI,Providence County,Providence,Water and WasteWater Systems,Local Tribal Territory,Region 1
66,Providence Medical Center,NE,Wayne County,Wayne,Healthcare and Public Health,Private CI Entity,Region 7
64,Providence Health & Services,WA,King County,Renton,Healthcare and Public Health,Private CI Entity,Region 10
65,Providence College,RI,Providence County,Providence,Government Facilities,Private CI Entity,Region 1
55,"Providence City Boards of Canvassers, Providence, RI",RI,Providence County,Providence,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
56,Proverbs 31 Ministries,NC,Mecklenburg County,Matthews,,Private CI Entity,Region 4
67,Prosper Independent School District,TX,Collin County,Prosper,Government Facilities,Local Tribal Territory,Region 6
73,"Prospect Town Clerk, New Haven, CT",CT,New Haven County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
73,"Prospect Registrar of Voters, New Haven, CT",CT,New Haven County,Prospect,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
83,Prospect Heights School District 23,IL,Cook County,Prospect Heights,Government Facilities,Local Tribal Territory,Region 5
79,Pronet Solutions Corporation,TX,Fort Bend County,Sugar Land,Information Technology,Private CI Entity,Region 6
60,Progressive Technology Federal Systems,MD,Montgomery County,Rockville,Information Technology,Private CI Entity,Region 3
44,Progeny Systems Corporation,VA,Prince William County,Manassas,Information Technology,Private CI Entity,Region 3
83,Profile Bank,NH,Strafford County,Rochester,Financial Services,Private CI Entity,Region 1
59,Professional Engineering Consultants P A,KS,Sedgwick County,Wichita,,Private CI Entity,Region 7
70,Producers Supply Company,PA,Greene County,Waynesburg,Food and Agriculture,Private CI Entity,Region 3
56,Procurelogic LLC,AK,Juneau Borough,Juneau,Information Technology,Private CI Entity,Region 10
50,"Proctor Town Treasurer, Rutland, VT",VT,Rutland County,Proctor,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
50,"Proctor Town Clerk, Rutland, VT",VT,Rutland County,Proctor,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
62,Proctor Federal Credit Union,MN,St. Louis County,Proctor,Financial Services,Private CI Entity,Region 5
34,ProSphere,VA,Alexandria city,Alexandria,Information Technology,Private CI Entity,Region 3
97,ProCircular,IA,Johnson County,Coralville,Information Technology,Private CI Entity,Region 7
85,Pro V&V,AL,Madison County,Huntsville,"Election Infrastructure, Information Technology",Private CI Entity,Region 4
69,"Pro Cloud SaaS, LLC",AZ,Maricopa County,Rio Verde,Information Technology,Private CI Entity,Region 9
37,Privacy and Civil Liberties Oversight Board (PCLOB) - CISA,DC,District of Columbia,Washington,Government Facilities,FCEB,Region 3
71,Prior Lake Savage Area Schools,MN,Scott County,Prior Lake,Government Facilities,Local Tribal Territory,Region 5
41,Princeton University ,NJ,Mercer County,Princeton,Commercial Facilities,Private CI Entity,Region 2
47,"Princeton Town Clerk, Worcester, MA",MA,Worcester County,Princeton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
